trade_date,M1-M2_volatility,M2-M3_volatility,M3-M4_volatility
2020-07-07,130.52983009652186,205.9437512367876,70.38539766989015
2020-07-08,178.64077674103797,205.19018329932464,68.3304362399546
2020-07-10,171.41816602322206,136.4862793872965,47.759806789808536
2020-07-13,363.25833687658996,172.9707786056838,59.621034887663974
2020-07-16,273.1873550663793,145.23233275170918,46.473953249614084
2020-07-17,302.1884589531388,367.8696465261891,97.48763173026762
2020-07-20,207.2807459204508,299.1851188012493,72.01632523333643
2020-07-21,139.74959329022212,244.62466055544056,64.64758382221368
2020-07-22,93.63805789179557,199.48646697196108,55.07749262751363
2020-07-23,74.97435249087334,162.14539599062547,49.48929289745247
2020-07-24,65.42759546085581,132.1351087407755,50.85390187233764
2020-07-27,53.88000070322879,114.32299260934303,42.7444792201157
2020-07-28,76.41599939419822,137.84458132836863,73.53145013985016
2020-07-29,86.58322128082159,266.47246541118545,114.60457264628599
2020-07-30,59.532575285861164,220.56705226071375,91.48369638593103
2020-07-31,93.76318691867856,180.31251381302178,67.52378731824929
2020-08-03,63.522115203872296,146.56739440504325,48.088233313277925
2020-08-04,44.02330635446775,120.00979650726875,52.97325869193543
2020-08-05,53.40925901331172,113.9887217118217,136.3162466404249
2020-08-06,52.467720520187996,115.56342278299697,112.60832007566243
2020-08-07,55.83286378984986,101.10816572227336,141.4740384205208
2020-08-10,49.02750070778907,127.76055164893526,113.02595845862274
2020-08-11,54.748569173369184,103.87425476611338,86.18650561252588
2020-08-12,58.94709838323272,103.08849452489633,69.39527853943288
2020-08-13,157.3469381800406,93.6657897660627,57.114924363618606
2020-08-14,119.18317089574293,,57.12669832352483
2020-08-17,94.3348836690151,111.76939384766528,69.73757039067536
2020-08-20,86.00994007475025,93.44949646154674,208.17172187856275
2020-08-21,60.51188440797478,77.34659121230631,144.31858974110125
2020-08-24,43.847330830141274,62.95468320498853,105.16096960419398
2020-08-25,48.08970778651394,60.300655027494344,97.36275901142326
2020-08-26,47.511124271363016,52.205942216938666,75.77071722633593
2020-08-27,120.5324797614129,46.723770804218056,121.83004584963619
2020-08-28,83.95276386604574,38.1013994018014,91.98078304502441
2020-09-01,69.02739917031312,31.13675889801511,74.16879096503615
2020-09-02,57.84734729117862,26.171328462533264,63.93445777514786
2020-09-03,47.70593716118105,35.638911005628636,
2020-09-04,37.560322314818805,29.13356721501629,100.72558631603604
2020-09-07,36.35878652230324,30.719673964335712,140.89275996427642
2020-09-08,30.173262697770916,25.30948684030113,102.5320442718782
2020-09-09,31.931566894946442,27.88920803860025,77.0082461805038
2020-09-10,26.092885841062596,22.915767707833467,54.53684201840114
2020-09-11,19.945342844771428,18.887830037289948,39.207133766674964
2020-09-14,299.9608574645592,16.888444491779154,47.5600787089257
2020-09-17,213.74449483105465,18.577247690957343,41.51536881619345
2020-09-18,145.68483621314758,15.76235570651886,30.229662642841372
2020-09-21,103.2537937008404,13.625305200841364,34.24649081177543
2020-09-22,75.16955328780186,13.637430783525943,32.557404002173264
2020-09-23,55.58375698517694,11.428531475801604,25.112777645949333
2020-09-24,66.12756115122072,28.091053893008247,62.925560859900195
2020-09-25,89.19304139883803,46.62678277141502,54.96243530461171
2020-09-28,158.6342043540009,75.9794604993277,
2020-09-29,2059.8337539323575,288.45807776162644,115.65278003296399
2020-09-30,1210.7185813119102,284.8399003978522,111.8585887652351
2020-10-01,776.6308035561457,233.94983929524744,
2020-10-02,726.2933007120974,267.7040053431796,192.84850867250324
2020-10-05,472.09300257760566,249.33904217981296,190.21447128052358
2020-10-06,597.3289218230751,380.2490498775393,376.8321004420582
2020-10-07,399.96436214004314,309.1706790490892,267.7725771990711
2020-10-08,254.28694866138753,251.49306689354145,188.4519687300893
2020-10-09,186.68843229797665,,156.07972896952612
2020-10-12,235.17659161632963,220.157311584022,362.55709730056526
2020-10-13,402.44635936384435,300.780626530666,267.85076756341505
2020-10-14,251.85612676453525,244.4887724098353,247.65730841284397
2020-10-15,171.51912977122305,198.84503141968003,377.7593387677405
2020-10-16,118.19048128237516,163.48706543196164,272.84187095489926
2020-10-19,116.68251545919857,132.93158719843314,210.54102397934423
2020-10-22,80.23035468609005,108.3420887187077,181.26945508678017
2020-10-23,61.30644699295766,89.35004612003608,173.50079069704248
2020-10-26,44.36272754439552,72.66148178475612,283.51343437905837
2020-10-27,36.61318744807506,59.1354995221354,248.5049614435516
2020-10-28,27.532931704138772,50.24834105018949,168.15740445728693
2020-10-29,27.520043931467058,44.237142512996364,129.30970049429567
2020-10-30,71.8813479364583,36.91319891147548,89.681865006536
2020-11-02,80.37144059922421,30.163261083238737,64.84373682790466
2020-11-03,124.2149370693062,37.664975737369474,51.33433989719729
2020-11-04,99.65645443182684,30.77092251067879,37.006673640544655
2020-11-05,79.07101630567233,27.777809338143623,32.39017250644562
2020-11-06,59.34596430138967,24.106983524304294,28.355844261355177
2020-11-09,45.81686396107008,21.914175662656312,22.430437646911862
2020-11-10,33.10874986057437,18.334974091537656,27.87958105800592
2020-11-11,98.34895555308003,15.946363528868542,29.30380506042546
2020-11-12,68.53799593354465,15.860736054036991,24.046484677058206
2020-11-13,55.708202828403465,14.298489672024441,26.74958019488037
2020-11-16,42.37642165169516,21.42599401298023,22.051879540601895
2020-11-19,31.352644576311985,28.030842327230047,19.578492907457868
2020-11-20,23.49009197616596,22.99681376479483,14.865065138035757
2020-11-23,18.557016458532217,19.96163745824168,28.519652742102352
2020-11-24,15.039073795163539,16.52565864842669,45.501909585972555
2020-11-25,15.637670420136864,18.073334025623705,37.907582801026145
2020-11-26,33.92946501788042,14.942806815939221,35.77173566885593
2020-11-27,27.086667513876318,17.605327553371076,39.78365887383818
2020-11-30,32.81146638188704,20.269104967825154,44.36084370791938
2020-12-01,29.538065959956867,16.968522322728035,32.19865073560638
2020-12-02,28.031949056635717,16.135139803241266,23.74910989345999
2020-12-03,54.56917498774516,15.8291135885926,17.81735894109057
2020-12-04,85.8321434452828,20.971989995372088,13.612498034060392
2020-12-07,125.44472836110214,21.460909131238914,15.468926763645273
2020-12-08,161.29649088904677,19.710250241826625,47.319188190835575
2020-12-09,138.14003301734374,16.528011249178487,50.38558969768985
2020-12-10,101.58592094216085,14.526230884708932,42.979169109186415
2020-12-11,83.58481635207458,18.964276020221185,42.76932461446954
2020-12-14,58.27619053737557,16.608005001878478,37.50691099269326
2020-12-17,67.52846259423728,13.860101112906298,36.30764822174392
2020-12-18,50.56402857988898,11.760918160824557,103.82311153517858
2020-12-21,39.88245456225673,18.758562673933355,116.91481150318005
2020-12-22,34.92366206038208,16.145638764601298,159.24304944524124
2020-12-23,45.05513905518519,13.418682569929427,116.0785980658917
2020-12-24,37.915036446658355,29.304256649124273,
2020-12-29,27.875305666052224,24.02231849804834,125.0313246755182
2020-12-30,60.833626232111726,28.265040347723996,
2020-12-31,44.402089906443834,24.980964816621107,106.3068470400014
2021-01-04,59.904736442067126,21.37278590343279,86.11012707103352
2021-01-05,43.015352407678435,22.343296892624963,74.63099736821604
2021-01-06,72.15004024453843,39.29584997332368,81.48312194816269
2021-01-07,50.268040426052146,32.089586896498666,57.56979287043853
2021-01-08,110.17176455273982,27.86563053067622,151.20205694055582
2021-01-11,74.51254527505736,22.86382733740949,107.78254309442954
2021-01-12,96.72539444053612,25.87065726276991,75.28946551412875
2021-01-13,65.99571723236453,35.493633180350265,121.3724663053783
2021-01-14,53.68157285151743,30.470113822264118,
2021-01-15,39.86998831168005,60.5012316491168,103.94825298735962
2021-01-18,35.68716574188745,50.13820118104138,106.19291125427505
2021-01-21,92.24819512122504,91.42494516340962,118.21309890760527
2021-01-22,109.72962985102409,101.07046283080271,90.8180763931295
2021-01-25,98.18777477267307,91.07346079568,63.87890399097756
2021-01-26,106.16730980400469,79.34467014227612,62.606836954961224
2021-01-28,136.532562770085,,66.79296345156179
2021-01-29,4421.384232844367,82.61748319231756,453.980245209774
2021-02-01,2443.514534083857,73.7407480963137,309.08042979776616
2021-02-02,1392.1916063584745,86.44675749202102,213.23106500543224
2021-02-03,841.224890266914,93.023731235511,151.31496871123417
2021-02-04,513.4294120091168,75.74448908875175,122.33340413557968
2021-02-05,352.87987988543455,72.47762890159851,93.21520461733687
2021-02-08,432.4735630314409,62.06738003833825,140.45468425622363
2021-02-09,289.06981916764903,51.38690859415644,102.60374699851259
2021-02-10,184.3110147977445,41.87914043271398,77.32811763967467
2021-02-11,162.06659954072055,47.422852541595766,66.3768561044636
2021-02-12,852.9378017442581,38.942369912397794,53.71687096366194
2021-02-15,567.6391563956772,42.27714186847734,117.08638969784487
2021-02-18,397.3808557319858,34.50147380688316,90.79475020316254
2021-02-19,248.86146482220298,28.470599094345758,65.41964862409347
2021-02-22,178.82229001391963,23.51685699643534,58.344026490342124
2021-02-23,132.07686222040587,30.955409811551963,48.32218232096833
2021-02-24,88.27746482996204,27.46098349895361,40.57087880740193
2021-02-25,82.8617679079645,24.381491254981412,33.91942601619876
2021-02-26,60.15786212109508,25.07493864063109,24.95030432350421
2021-03-01,50.436391303774556,24.754533647175442,33.89381558782713
2021-03-02,45.68443560777151,20.509604113457712,31.977826825462888
2021-03-03,40.26757129455306,20.39132610025498,46.34442417470645
2021-03-04,38.166492073870806,27.51642395533049,48.919262448512846
2021-03-05,32.97024998080254,22.582784874179612,37.322138141762586
2021-03-08,27.52485168888986,23.936653463937663,27.31969387077738
2021-03-09,20.067748346955455,20.13424087052181,44.347066754148464
2021-03-10,20.56192409168702,17.30744286721149,35.14273637333087
2021-03-11,19.446273088108512,18.55030201627211,32.802970610348005
2021-03-12,65.0261908849835,22.907415445037156,26.109686751689754
2021-03-15,123.44322732566793,20.31870878497263,38.018937157168885
2021-03-18,97.74933180579254,16.834684812792318,34.811263814514554
2021-03-19,76.03908008805779,14.123907678404754,29.476925927479993
2021-03-22,57.9852014594368,11.937144625009406,21.978662434282047
2021-03-23,56.15988098410227,19.425261335124844,25.31925803339149
2021-03-24,55.49439949616955,25.607464695230764,33.810832286423235
2021-03-25,62.46064415922117,48.88895080184407,32.65538267516513
2021-03-26,99.67093415398354,41.570722175536346,35.69585468853481
2021-03-29,67.86623492571366,33.92983468994123,26.18821734159688
2021-03-30,62.73558536627616,34.32349118271622,25.136796466530914
2021-03-31,56.722984461608064,43.90889587930096,42.05628904168536
2021-04-01,77.9631557492769,38.85162373785086,32.890485205252624
2021-04-06,57.73615855407755,35.23752013653009,29.615862737095796
2021-04-07,53.60410527241546,29.94618961241629,37.260981790718056
2021-04-08,50.35417392693226,31.781303942698212,46.96344053518016
2021-04-09,45.63367437013806,26.019253374359852,33.99584810581643
2021-04-12,40.41617455897426,27.769751335340825,36.27790492262756
2021-04-13,54.88116103728447,,31.052324235670863
2021-04-14,59.01916718741273,84.89767434001737,42.2846230000503
2021-04-15,124.91696337058336,84.77140746256782,77.9247008754923
2021-04-16,90.37643971934433,72.4376164551922,77.92889934590714
2021-04-19,99.93046039576353,60.23170945959221,59.608593724908744
2021-04-22,99.73521278785867,58.85716594552489,42.68313475241657
2021-04-23,68.55979004141545,50.76652566880289,35.409156926071525
2021-04-26,51.353737803394715,41.37642581733257,30.04749761302617
2021-04-27,48.557231523112826,36.56213263733936,23.479792603736854
2021-04-28,67.08983294811637,48.44437589339162,39.00114428947732
2021-04-29,57.64394348203089,39.93216863268531,58.90640000825698
2021-04-30,69.5877983254963,32.864649506059465,50.570095471932106
2021-05-04,52.81554663249013,32.208146015487166,47.64003108847498
2021-05-05,43.87079216116559,28.83374497677454,46.04458490043408
2021-05-06,53.33600361354074,27.039758740792905,43.91279768283577
2021-05-07,46.152654940545574,22.308341719038822,144.30620378028595
2021-05-10,33.33013569135731,22.599789496500055,110.16282715348885
2021-05-11,135.7351738077029,123.1981756857898,101.28822143540495
2021-05-12,60789.92513432497,105.33689638905774,150.08440785189907
2021-05-13,29255.803078368943,87.81294714158484,
2021-05-14,14623.075542036495,71.55126866774758,103.49337296480233
2021-05-17,7602.224979535916,58.9704850299594,149.07124581638422
2021-05-20,4077.3692208632833,48.026790563544665,107.58290054891692
2021-05-21,2256.250504537326,43.74765770854442,95.08593665005071
2021-05-24,1293.156917466005,43.350825954178696,
2021-05-25,763.2104128011297,35.7500110574063,113.67161729588264
2021-05-26,461.11239906312875,30.236546226611974,79.23571910240707
2021-05-27,288.0336300073425,26.12307768191113,68.31441616147093
2021-05-28,188.58660880447627,21.386556180164916,69.21523026062215
2021-06-01,124.83472523651595,43.42002722364361,69.76717244751842
2021-06-02,83.74039775931193,35.494916423299,55.99276564061678
2021-06-03,68.76305657868728,36.51497929634884,50.091072594893085
2021-06-04,49.283310840677856,29.798658384513093,48.5730000658305
2021-06-07,40.91938037087004,25.289380974971824,43.23952145204751
2021-06-08,36.94715303839219,21.91243712550623,36.43945794503354
2021-06-09,43.25222792678359,21.80229868244309,29.1676442059119
2021-06-10,38.81540681790876,17.949372721934356,26.634655375824142
2021-06-11,31.775302495785553,15.224675166607687,26.81858817280468
2021-06-14,25.432766280370476,12.66765429085014,19.979166167832002
2021-06-17,25.45010688087137,10.93770489740022,28.234292257187352
2021-06-18,22.454287406967946,11.695654469178466,23.048515547524023
2021-06-21,19.00795835156894,12.398018559768028,22.10939485534179
2021-06-22,16.746690578060452,13.103468213250682,39.30564807970116
2021-06-23,14.149340843061285,11.021406976771571,36.02158680940897
2021-06-24,12.181226305660138,10.52634306892119,65.21215234305969
2021-06-25,12.05396661167161,9.890086403902512,58.70601886164899
2021-06-28,10.319511037826611,14.521850678862807,42.06529884992013
2021-06-29,9.112511768542486,12.117595315786687,35.33905781495992
2021-06-30,33.91360474032847,20.518913529292412,75.9369602119598
2021-07-01,25.20602337677381,16.9704379743583,
2021-07-02,31.84527526087544,16.93007966046209,146.23248912879825
2021-07-05,25.351738319433384,15.33469907767004,122.01629767142201
2021-07-06,20.54639138635278,12.74529875681012,84.81561955821135
2021-07-07,15.543949765849204,12.374911438274776,59.82477562952536
2021-07-08,12.51536611664443,10.381851831898992,54.95914200511428
2021-07-09,24.38724793955899,9.137770486336553,42.46187299066127
2021-07-12,20.70706841709546,7.8782311044538185,32.01090584170386
2021-07-13,20.959855006208922,13.275917728035013,32.073166632802234
2021-07-14,21.091466903221733,11.220571900855713,35.46880612226849
2021-07-15,15.947859060231377,9.658408660416084,31.460226037671575
2021-07-16,16.354120124586306,9.636906590969872,29.381453481384717
2021-07-19,17.40127302249601,9.885519467915017,22.573688220459694
2021-07-22,13.119289470267365,15.704201705394082,18.46213338040238
2021-07-23,16.921806383434976,14.696889684625397,35.09092218208664
2021-07-26,13.499388421031734,12.21981027483351,52.99720093325491
2021-07-27,20.129655298640728,27.06066024174069,51.28696519982817
2021-07-28,15.888525757541055,22.146023501369893,52.30642329418327
2021-07-29,12.106293208106278,19.02090135739119,74.44028842569746
2021-07-30,11.205088474274216,15.694808885625141,55.81278136086462
2021-08-02,10.360265799862805,13.088032564546168,48.69459139817251
2021-08-03,7.981125454649253,11.093643479123504,35.189408101978984
2021-08-04,11.857782674742795,9.400696110065772,28.857945054126
2021-08-05,10.702679786552416,8.99137675092465,21.41089951483257
2021-08-06,13.22039926429645,11.48983745403344,16.16447534292559
2021-08-09,10.047690058516618,10.39011109710578,19.467351028432557
2021-08-10,9.361791969712607,8.84406758089446,18.379343267079907
2021-08-11,10.222956590265026,15.288550298535986,23.87746606879017
2021-08-12,11.2357530897002,12.809155394293052,21.97390286457793
2021-08-13,13.317319376918334,10.736875135251486,21.805289182064502
2021-08-16,22.455153961528918,19.32933094030308,17.68070010578029
2021-08-19,73.29327843244361,26.06450948967207,16.670661372671542
2021-08-20,98.37056811188734,61.29403341052035,75.19010504574514
2021-08-23,241.8636625682201,,69.77219833395212
2021-08-24,620.5645637938904,115.93314618663278,
2021-08-25,420.5507877865551,138.7298771831082,166.22729596789674
2021-08-26,262.54360967067583,,122.17276729292429
2021-08-27,468.1631438735734,139.31548788555088,107.60123177454399
2021-08-31,303.4731573362072,115.32805805977361,75.16785458387407
2021-09-01,192.9580641946965,97.9886487913404,183.1149694604019
2021-09-02,230.4186714031257,198.4751785677657,195.02176060294943
2021-09-03,235.2443357924094,167.00665913939952,342.7474305729168
2021-09-06,165.9021071220604,137.4865190832037,233.3104104872098
2021-09-07,125.30565822193847,112.78221376166974,167.06120093653425
2021-09-08,546.3584042090737,95.13293983026539,146.63411319382104
2021-09-09,348.33757344771374,77.37537401376524,106.88961082013864
2021-09-10,228.25956952019632,64.86889779386209,80.33438874994523
2021-09-13,175.68110498747058,61.35599890965995,75.62294748878278
2021-09-16,133.00858033537955,49.96139177368041,55.787687486588084
2021-09-17,91.75086625278361,40.716352658480325,50.26541217111744
2021-09-20,94.4280115374204,35.734380942287466,69.31425714376802
2021-09-21,243.40067286080233,50.97190801259463,56.09135734486697
2021-09-22,166.23144828941562,55.8466357536492,63.2345109720619
2021-09-23,243.21383047405453,246.00519421147908,489.11960760677687
2021-09-24,162.06989980103623,199.94441163617032,327.8148195601069
2021-09-27,106.3744077620382,162.68055767766725,229.50265424962785
2021-09-28,75.72697127262174,137.0684914021894,177.78876678153532
2021-09-29,64.17553157435411,113.53596851473264,215.2543483585665
2021-09-30,91.30766006773759,94.32008335956301,234.34749166957548
2021-10-01,87.97738127239954,94.45924048794289,
2021-10-04,61.76641679543407,87.44978271110605,197.2294608473533
2021-10-06,56.53626128888417,108.3922653567058,
2021-10-07,64.26723347769662,96.47398112182823,173.9850951074354
2021-10-08,67.154645404468,78.49522411856643,147.37930535872255
2021-10-11,110.11854944506406,68.59082083813993,103.3877069955994
2021-10-12,230.98549898829123,59.939379473061976,109.30534312357783
2021-10-13,168.874333996496,51.31524541237202,81.52897999297541
2021-10-14,159.40624907402534,43.9799249319284,90.4279182811315
2021-10-15,165.85920987425422,36.82440041413256,84.17476922400893
2021-10-18,195.91327873047723,31.779018540763442,83.68338510823469
2021-10-21,662.5219518308719,29.559556699102526,62.66671450729516
2021-10-22,419.4910526238851,24.554668754893804,50.26367214390492
2021-10-25,273.06078674876846,29.28221801848149,41.881174991600666
2021-10-26,181.90966547988384,26.093034388417895,47.958737617662415
2021-10-27,118.44519543737395,21.437985071796074,42.832218791362806
2021-10-28,87.08428630817973,29.941899696478153,39.18519760993844
2021-10-29,101.66155302896118,38.198068157358364,110.41584450700984
2021-11-01,113.44893799393965,31.39958705494645,77.40413316180164
2021-11-02,107.69617819900664,31.310238438941894,122.85962603671696
2021-11-03,94.97881622358518,35.386162789765656,97.180149291614
2021-11-04,74.20169822413732,42.18809782991958,82.86775227259702
2021-11-05,70.19119639834973,35.11123252324457,73.63458634946191
2021-11-08,51.712111628298224,36.19149676938989,61.55029785621805
2021-11-09,37.491729476216086,29.733037826521016,57.970025909600004
2021-11-10,37.32660340748457,30.530235554955865,56.96524178986072
2021-11-11,39.55699711398607,25.873172951357404,55.6729798020971
2021-11-12,33.42562424611918,21.27767755034227,56.30857434890841
2021-11-15,57.15867319536995,17.54939934246297,52.25816941024038
2021-11-18,145.90079461968088,43.56528943012931,42.830478505231724
2021-11-19,185.67275492134758,73.87654612356116,247.52610162891867
2021-11-22,166.49292063966752,60.6424836671293,180.92593805529938
2021-11-23,122.01048445001972,49.9009049671769,123.87951605878212
2021-11-24,86.51783032530719,50.39852622424109,88.6081394974848
2021-11-25,74.92550872087754,49.6620812069643,75.47168467205034
2021-11-26,80.42964113124188,40.59348430469315,55.60420341863964
2021-11-29,65.91430011871797,33.120473658387766,46.2095773363954
2021-11-30,60.38028623415859,31.281278380878245,35.186017474898875
2021-12-01,53.79469065188518,25.60369476185704,29.691428415660052
2021-12-02,63.56514853174984,29.577819636819434,21.995070346409754
2021-12-03,62.83545490203585,42.98019701370736,58.49558418306317
2021-12-06,59.13567815560888,42.98755493167387,47.17085593379767
2021-12-07,77.2212789267708,35.294472170031874,37.270390186176485
2021-12-08,113.82608780490614,60.68934306646168,38.936999484842964
2021-12-09,460.6615549443904,67.11566658089677,44.17318092957852
2021-12-10,286.1394029199872,54.63353494434893,33.948138456980445
2021-12-13,182.5490708163043,,35.04095054855926
2021-12-16,297.88163039551796,93.11052070051633,46.64065313517732
2021-12-17,200.73281196002497,75.73322156481426,42.34015752047187
2021-12-20,142.36583433776974,61.63861201256333,38.518655308124096
2021-12-21,122.4600242767685,58.46991722662803,36.40344592107212
2021-12-22,115.91448217004353,48.35230480291689,26.680726918528375
2021-12-23,84.48684011668767,39.63611746351188,24.573080623745735
2021-12-24,61.90661260795081,43.966250110976596,27.237146048072493
2021-12-29,52.00969077056148,35.838580616037625,25.5071252307767
2021-12-30,62.69067652725892,29.982729167249566,25.97113615905841
2021-12-31,70.25524633402792,39.73931844034657,24.992884626116
2022-01-04,67.70773382456026,43.13619677478153,37.97720165556244
2022-01-05,47.398709217881425,35.1967334094535,27.774980112061673
2022-01-06,119.75077115697168,37.62958630389949,32.56750222860496
2022-01-10,163.73768193359737,33.83224530726312,48.51948214263721
2022-01-11,237.5825106251773,63.51030162261212,46.609145362345515
2022-01-12,179.60111133979984,55.19971338693701,46.1950498875733
2022-01-13,153.57162402700175,44.96948086152809,61.961747849093214
2022-01-14,136.51168923707695,38.494522252432155,51.06416705543129
2022-01-17,91.04953853611646,32.2801135870831,42.53081356152616
2022-01-20,90.60546698814696,27.761523871393045,34.140553378994206
2022-01-21,65.76968691855721,22.810755703400584,26.88808770030619
2022-01-24,55.219861761339374,19.33193693497386,40.025248236732246
2022-01-25,39.28041715334772,16.396560024442685,32.871410666120084
2022-01-26,41.00482744461125,14.896995044025468,24.21898136222416
2022-01-27,42.29416378743504,12.604678452779092,30.75479089749977
2022-01-28,59.11306223196132,11.056984012246048,27.32687010320664
2022-01-31,49.06932787181956,12.118768878076136,25.352938244147325
2022-02-01,35.45409916629834,10.189463195636945,22.27708634050029
2022-02-02,68.41332422088641,17.96178680857712,28.63420075809727
2022-02-03,56.94150446008196,15.283979955992713,30.6598100004152
2022-02-04,48.41382073469783,14.505511434274192,22.673106644433386
2022-02-07,35.95984358317366,23.718848928086775,25.922933205495365
2022-02-08,36.4113528048773,19.447232352580325,24.95816069711971
2022-02-09,128.8999266055139,16.044135178532155,28.573762615811
2022-02-10,532.4725343837765,14.102286465782665,28.448121962345514
2022-02-11,360.1371818310564,11.939103883514854,23.816212339546514
2022-02-14,261.2616413772184,31.16700782623072,26.609842011856784
2022-02-17,1958.5426239761748,26.44116881535298,29.417822324768732
2022-02-18,1129.7085694376995,22.235845194484195,23.987007151680082
2022-02-21,671.9539246501986,18.265547405689848,23.308239295168878
2022-02-22,408.75593006370275,15.078214179659717,18.33388716700251
2022-02-23,258.8374346242736,13.105708251687897,14.844928634505749
2022-02-24,170.76994603072418,10.95756365928377,16.780664173230146
