trade_date,M1_M2_spread_change,M2_M3_spread_change,M3_M4_spread_change
2022-04-29,-0.1428571428571429,-0.25,-inf
2022-05-03,-0.33333333333333337,0.6666666666666667,0.5
2022-05-04,-1.0,0.19999999999999996,0.0
2022-05-05,inf,-3.3333333333333335,-4.0
2022-05-06,-1.0357142857142858,-1.0,-0.8888888888888888
2022-05-09,-17.0,inf,1.0
2022-05-10,-0.25,1.3636363636363638,0.75
2022-05-11,1.6666666666666665,0.5384615384615385,0.4285714285714286
2022-05-12,0.0,-0.4,-0.5
2022-05-13,1.125,0.5,0.6000000000000001
2022-05-18,-0.7058823529411764,-0.5294117647058824,-0.22999999999992726
2022-05-19,0.6000000000000001,1.25,0.4285714285712936
2022-05-20,0.25,-0.4444444444444444,-0.09090909090909094
2022-05-23,0.30000000000000004,-0.19999999999999996,0.0
2022-05-24,-0.8076923076923077,-0.9375,-0.55
2022-05-25,-0.4,-3.0,-1.4444444444444444
2022-05-26,0.0,6.0,0.5499999999992724
2022-05-27,0.6666666666666667,-0.2857142857142857,-0.5161290322578374
2022-05-30,-0.19999999999999996,-0.6,2.0
2022-05-31,1.0,-0.5,-0.5555555555555556
2022-06-01,-0.25,-5.0,0.0
2022-06-06,-0.6666666666666667,-0.375,-1.25
2022-06-07,1.25,0.19999999999999996,1.0
2022-06-08,0.6888888888885656,2.0,6.0
2022-06-09,-0.473684210526215,-0.3111111111110303,-0.2714285714287793
2022-06-10,-1.75,-0.9193548387096869,-0.41176470588218506
2022-06-13,3.666666666666667,-4.0,-2.0
2022-06-15,-1.4285714285714286,-1.8333333333333335,0.0
2022-06-16,1.25,1.4,-0.4
2022-06-17,0.03703703703703698,0.16666666666666674,-0.5
2022-06-20,0.7142857142857142,0.6428571428571428,-5.666666666666667
2022-06-21,-0.41666666666666663,-0.5669565217391683,-0.7114285714285091
2022-06-22,0.1428571428571428,-0.5983935742971536,0.9801980198015523
2022-06-23,-0.5,-1.0,-0.625
2022-06-24,0.25,inf,3.0
2022-06-27,-0.19999999999999996,0.75,-0.16666666666666663
2022-06-28,-0.25,-0.38095238095238093,-0.30000000000000004
2022-06-29,0.0,0.23076923076923084,1.2857142857142856
2022-06-30,-0.5,-0.375,-0.375
2022-07-01,-0.33333333333333337,-1.0,-0.5
2022-07-04,-1.0,inf,-0.19999999999999996
2022-07-05,-inf,-3.0,-3.75
2022-07-06,2.0,-0.5,-0.6363636363636364
2022-07-07,-1.0,-6.0,-2.5
2022-07-08,-inf,-1.4,-0.33333333333333337
2022-07-11,-0.19999999999999996,0.75,0.0
2022-07-12,0.875,0.7142857142857142,-2.75
2022-07-13,0.2666666666666666,-0.5,-2.428571428571429
2022-07-14,-0.052631578947368474,-0.6666666666666667,-0.09999999999999998
2022-07-15,0.11111111111111116,3.0,-0.11111111111111116
2022-07-18,0.3500000000000001,0.75,0.25
2022-07-20,-0.5925925925925926,-1.25,inf
2022-07-21,-0.09090909090909094,-0.33333333333333337,-0.4285714285714286
2022-07-22,0.0,-2.0,-0.5
2022-07-25,-0.09999999999999998,-1.75,3.5
2022-07-26,-0.05555555555555558,-0.33333333333333337,-0.33333333333333337
2022-07-27,-0.4117647058823529,2.0,1.0
2022-07-28,-1.8,0.33333333333333326,0.6666666666666667
2022-07-29,1.875,0.625,0.10000000000000009
2022-08-01,-0.4782608695652174,-0.15384615384615385,-0.6818181818181819
2022-08-02,-0.16666666666666663,-0.18181818181818177,0.7142857142857142
2022-08-03,-1.0,-0.2222222222222222,-0.25
2022-08-04,-inf,-1.0,-0.7777777777777778
2022-08-08,1.25,inf,2.125
2022-08-09,0.33333333333333326,0.5,-0.040000000000000036
2022-08-10,0.08333333333333326,-0.16666666666666663,-0.08333333333333337
2022-08-11,0.3846153846153846,-0.8,-0.13636363636363635
2022-08-12,-0.16666666666666663,-0.5,-0.10526315789473684
2022-08-15,0.30000000000000004,0.0,-0.2941176470588235
2022-08-17,-1.205128205128205,17.0,-0.19999999999999996
2022-08-18,1.25,1.0,1.0833333333333335
2022-08-19,0.33333333333333326,0.33333333333333326,0.6399999999999999
2022-08-22,1.75,0.75,0.7560975609756098
2022-08-23,0.1212121212121211,-0.0714285714285714,-0.04166666666666663
2022-08-24,-0.5135135135135135,-0.3205128205128205,-0.3623188405797102
2022-08-25,0.5555555555555556,0.28301886792452824,0.2727272727272727
2022-08-26,-0.2142857142857143,-0.014705882352941124,-0.1785714285714286
2022-08-30,-0.09090909090909094,-0.16417910447761197,-0.13043478260869568
2022-08-31,0.44999999999999996,0.7857142857142858,0.3500000000000001
2022-09-01,0.1206896551724137,0.15999999999999992,0.3148148148148149
2022-09-02,0.10769230769230775,0.10344827586206895,0.12676056338028174
2022-09-05,0.16666666666666674,0.359375,0.19999999999999996
2022-09-06,-0.1428571428571429,-0.10344827586206895,-0.08333333333333337
2022-09-07,0.3055555555555556,0.08974358974358965,0.045454545454545414
2022-09-08,1.0425531914893615,0.15294117647058814,0.21739130434782616
2022-09-09,-0.3125,-0.4285714285714286,-0.125
2022-09-12,0.9696969696969697,0.5714285714285714,0.4285714285714286
2022-09-13,0.0923076923076922,-0.045454545454545414,-0.09999999999999998
2022-09-14,-0.3661971830985915,-0.13095238095238093,-0.17460317460317465
2022-09-15,0.15555555555555545,0.3013698630136987,0.25
2022-09-16,-0.2692307692307693,-0.052631578947368474,0.1384615384615384
2022-09-19,-0.736842105263158,-0.1333333333333333,-0.1216216216216216
2022-09-21,2.3,-0.02857142857142858,-0.4571428571428572
2022-09-22,-0.030303030303030276,-0.02941176470588236,0.05263157894736836
2022-09-23,0.09375,0.39393939393939403,0.2124999999999999
2022-09-26,0.1428571428571428,0.04347826086956519,-0.21649484536082475
2022-09-27,-0.22499999999999998,-0.1875,-0.1578947368421053
2022-09-28,0.4193548387096775,0.28205128205128216,0.3125
2022-09-29,-0.09090909090909094,0.08000000000000007,0.38095238095238093
2022-09-30,0.30000000000000004,0.05555555555555558,0.0
2022-10-03,-0.13461538461538458,-0.1842105263157895,-0.03448275862068961
2022-10-04,-0.2777777777777778,-0.053763440860215006,0.1785714285714286
2022-10-05,-0.3846153846153846,-0.38636363636363635,-0.2727272727272727
2022-10-06,-0.25,-0.12962962962962965,-0.125
2022-10-07,-0.06666666666666665,0.4042553191489362,0.0
2022-10-10,0.1428571428571428,-0.09090909090909094,0.3928571428571428
2022-10-11,-0.28125,0.1166666666666667,0.19658119658119655
2022-10-12,0.4782608695652173,0.34328358208955234,0.19999999999999996
2022-10-13,-0.05882352941176472,0.05555555555555558,-0.04761904761904767
2022-10-14,0.5625,0.17894736842105252,0.050000000000000044
2022-10-17,-0.96,-0.2142857142857143,-0.09523809523809523
2022-10-19,36.0,0.0,-0.2867647058823529
2022-10-20,0.027027027027026973,0.2571428571428571,0.15463917525773185
2022-10-21,0.05263157894736836,0.0625,0.125
2022-10-24,0.125,0.06951871657754016,0.23809523809523814
2022-10-25,-0.15555555555555556,-0.14,-0.02564102564102566
2022-10-26,-0.1578947368421053,0.023255813953488413,-0.1578947368421053
2022-10-27,-0.25,-0.09090909090909094,-0.1875
2022-10-28,0.25,-0.09999999999999998,-0.019230769230769273
2022-10-31,0.06666666666666665,0.02777777777777768,-0.039215686274509776
2022-11-01,-0.125,-0.027027027027026973,-0.24489795918367352
2022-11-02,-0.5,-0.3125,-0.1216216216216216
2022-11-03,-0.1428571428571429,-0.11111111111111116,0.3538461538461539
2022-11-04,-0.33333333333333337,0.11363636363636354,0.0
2022-11-07,-0.625,-0.7142857142857143,-0.48863636363636365
2022-11-08,0.33333333333333326,0.1428571428571428,-0.022222222222222254
2022-11-09,-1.75,0.03125,-0.045454545454545414
2022-11-10,-0.5,-0.3939393939393939,0.04761904761904767
2022-11-11,1.6666666666666665,-0.19999999999999996,0.0
2022-11-14,3.5,-2.0,-0.6818181818181819
2022-11-16,-0.5,-0.6666666666666667,1.0
2022-11-17,0.38888888888888884,1.0,4.0
2022-11-18,-0.24,-0.125,-0.8
2022-11-21,0.2894736842105263,0.4285714285714286,3.5
2022-11-22,0.020408163265306145,-0.09999999999999998,0.6666666666666667
2022-11-23,0.0,0.33333333333333326,0.19999999999999996
2022-11-24,-0.06000000000000005,-0.125,-0.11111111111111116
2022-11-25,-0.23404255319148937,0.1428571428571428,0.1875
2022-11-28,-0.41666666666666663,-0.41666666666666663,-0.26315789473684215
2022-11-29,-1.9523809523809523,-1.5714285714285714,-1.1428571428571428
2022-11-30,-1.4,0.0,-2.0
2022-12-01,4.0,-2.25,4.0
2022-12-02,-0.15000000000000002,-0.6,-1.2
2022-12-05,0.8823529411764706,7.0,-11.0
2022-12-06,-0.0625,-0.0625,0.30000000000000004
2022-12-07,-0.5333333333333333,-0.1333333333333333,0.0
2022-12-08,-1.0,-0.11538461538461542,-0.11538461538461542
2022-12-09,-inf,0.3913043478260869,0.21739130434782616
2022-12-12,0.36363636363636354,0.25,0.25
2022-12-13,0.08333333333333326,-0.050000000000000044,-0.02857142857142858
2022-12-14,-0.23076923076923073,-0.13157894736842102,-0.08823529411764708
2022-12-15,0.45999999999999996,0.2727272727272727,0.19354838709677424
2022-12-16,0.09589041095890405,-0.23809523809523814,-0.3513513513513513
2022-12-19,-0.4,-0.625,-0.29166666666666663
2022-12-21,-0.75,-0.125,-0.1428571428571429
2022-12-22,0.33333333333333326,0.1428571428571428,0.16666666666666674
2022-12-23,0.5,-0.25,-0.1428571428571429
2022-12-28,-0.5,-1.1666666666666667,-0.9166666666666666
2022-12-29,-0.16666666666666663,-1.0,-5.0
2023-01-03,0.807228915662809,-inf,-2.0
2023-01-04,0.11111111111111116,-1.0,0.0
2023-01-05,-0.09999999999999998,inf,-2.0
2023-01-06,1.4444444444444446,-4.0,0.0
2023-01-09,-0.09090909090909094,6.333333333333333,-2.5
2023-01-10,-0.09999999999999998,-0.18181818181818177,-0.6666666666666667
2023-01-11,-0.25,-0.2777777777777778,-2.0
2023-01-12,0.6296296296296295,0.23076923076923084,-4.0
2023-01-13,-0.09090909090909094,0.0,-0.1999999999995149
2023-01-16,-0.050000000000000044,-0.125,1.291666666665277
2023-01-18,-1.2105263157894737,-4.0,0.0
2023-01-19,-1.5,-0.33333333333333337,0.5
2023-01-20,3.25,-1.5799999999999272,-0.8888888888888888
2023-01-23,0.29176470588230163,0.7183908045977914,-11.0
2023-01-24,0.0018214936248122093,0.003344481605424443,0.3999999999999999
2023-01-25,0.045454545454545414,0.33333333333333326,0.0714285714285714
2023-01-26,0.13043478260869557,-0.5,-0.06666666666666665
2023-01-27,-0.15230769230765873,0.125,-0.2142857142857143
2023-01-30,0.04355716878398774,0.5111111111109494,0.18181818181818188
2023-01-31,0.21739130434782616,0.17647058823542006,-0.23076923076923073
2023-02-01,0.0714285714285714,-0.0625,0.19999999999999996
2023-02-02,-0.33333333333333337,0.2666666666666666,0.08333333333333326
2023-02-03,0.6000000000000001,0.05263157894736836,0.5353846153845483
2023-02-06,0.34375,0.25,0.10220440881768345
2023-02-07,-0.06976744186046513,0.040000000000000036,-0.18181818181818177
2023-02-08,-0.07499999999999996,-0.078461538461572,-0.05555555555555558
2023-02-09,0.5405405405405406,0.1268781302170694,0.17647058823529416
2023-02-10,0.0,-0.038518518518550815,0.19999999999999996
2023-02-13,-0.33333333333333337,-0.15254237288132744,-0.08333333333333337
2023-02-15,-0.42105263157894735,-0.09090909090909094,-0.125
2023-02-16,0.2272727272727273,-0.009999999999854459,-0.1428571428571429
2023-02-17,0.14814814814814814,0.11111111111094774,0.0
2023-02-20,-0.12903225806451613,-0.31818181818181823,-0.41666666666666663
2023-02-21,-0.6296296296296297,-0.33333333333333337,-0.7142857142857143
2023-02-22,-1.2,-0.8,-2.0
2023-02-23,-8.0,6.0,-5.020000000000437
2023-02-24,1.0,0.4285714285714286,0.4925373134326738
2023-02-27,-0.5,-0.19999999999999996,-0.5
2023-02-28,-0.7142857142857143,-0.4375,-0.5
2023-03-01,2.0,-0.11111111111111116,-1.6666666666666665
2023-03-02,2.3333333333333335,1.824999999999818,-5.5
2023-03-03,0.07499999999999996,0.19469026548680257,0.4444444444444444
2023-03-06,-0.16279069767441856,-0.03703703703703709,0.15384615384615374
2023-03-07,0.16666666666666674,-0.038461538461538436,0.1333333333333333
2023-03-08,0.09523809523809534,-0.28,-0.2941176470588235
2023-03-09,-0.13043478260869568,0.32222222222238384,0.0
2023-03-10,0.1499999999999999,-0.327731092437057,-0.33333333333333337
2023-03-13,0.04347826086956519,-1.0,-1.0
2023-03-15,-0.9166666666666666,0.0,-0.6
2023-03-16,-3.5,-0.49142857142838436,-1.0
2023-03-17,0.0,-0.5786516853934134,inf
2023-03-20,0.8,-1.3333333333333333,0.0
2023-03-21,-0.11111111111111116,2.0,1.1666666666666665
2023-03-22,0.75,1.0,0.23076923076923084
2023-03-23,-0.5714285714285714,0.00666666666681226,-0.25250000000005457
2023-03-24,-1.0,-1.6622516556290434,-0.6655518394648585
2023-03-27,-inf,-0.25,-0.75
2023-03-28,0.33333333333333326,0.0,-3.0
2023-03-29,-1.75,-1.3333333333333333,-2.5
2023-03-30,-1.0,-2.0,-2.666666666666667
2023-03-31,inf,-1.0,-0.19999999999999996
2023-04-03,-0.5,-inf,0.75
2023-04-04,-3.0,0.875,0.0
2023-04-05,-2.5,-0.4,-1.0285714285710128
2023-04-06,0.33333333333333326,-1.0,19.00000000029104
2023-04-11,-0.75,-inf,0.75
2023-04-12,0.75,-1.3333333333333333,0.7142857142857142
2023-04-13,1.0,4.0,0.2000000000001212
2023-04-14,-0.1428571428571429,0.3999999999999999,-0.23611111111118832
2023-04-17,-2.333333333333333,-0.2999999999997921,-0.2727272727272727
2023-04-19,-0.4375,-0.6666666666666667,-0.5
2023-04-20,0.11111111111111116,1.0,-0.75
2023-04-21,0.30000000000000004,0.5,-2.0
2023-04-24,0.15384615384615374,-1.1666666666666667,7.0
2023-04-25,0.06666666666666665,-1.0,0.0
2023-04-26,-0.625,inf,0.5
2023-04-27,0.6666666666666667,-0.6666666666666667,-0.33333333333333337
2023-04-28,0.19999999999999996,-3.5,0.125
2023-05-02,0.6666666666666667,0.8399999999994179,0.6444444444447679
2023-05-03,0.3999999999999999,0.08695652173947432,0.08108108108086842
2023-05-04,0.0,0.14000000000014556,-0.1999999999998181
2023-05-05,0.25,0.4035087719296455,0.24999999999971578
2023-05-09,0.34285714285714275,0.375,0.125
2023-05-10,0.5106382978723405,0.2727272727272727,0.5555555555555556
2023-05-11,-0.08450704225352113,-0.3928571428571429,-0.1357142857142597
2023-05-12,0.1692307692307693,0.11764705882352944,-0.1719008264462698
2023-05-15,1.0526315789473686,0.6842105263157894,0.29740518962070195
2023-05-17,-0.8525641025641025,-0.16910785619179758,0.040000000000033564
2023-05-18,0.5217391304347827,0.2820512820513268,0.2204142011833925
2023-05-19,0.11428571428571432,0.0625,0.0
2023-05-22,0.641025641025641,0.5294117647058822,0.39030303030306124
2023-05-23,0.09375,-0.07692307692307687,0.1551874455100004
2023-05-24,-0.3571428571428571,-0.10416666666666663,-0.09433962264150941
2023-05-25,-0.24444444444444446,-0.2558139534883721,-0.20833333333333337
2023-05-26,-0.4117647058823529,-0.47500000000002274,-0.1578947368421053
2023-05-30,-0.4899999999999636,0.19047619047624198,-0.018749999999954525
2023-05-31,-0.803921568627465,0.0,-0.171974522293032
2023-06-01,-9.0,-1.0,-0.34615384615384615
2023-06-02,-0.875,-inf,-0.23529411764705888
2023-06-05,4.0,-1.0,-0.12615384615380143
2023-06-06,-0.19999999999999996,-inf,0.05633802816896005
2023-06-07,0.0,-1.1000000000003638,-0.31999999999970896
2023-06-08,-2.125,-15.99999999994543,0.10294117647011625
2023-06-09,2.888888888888889,0.33333333333333326,0.11111111111111116
2023-06-12,0.19999999999999996,0.75,0.3999999999999999
2023-06-13,-0.7142857142857143,-1.7142857142857144,-1.2857142857142856
2023-06-14,-0.6666666666666667,1.4,2.0
2023-06-15,3.0,-0.5,-0.5633333333335031
2023-06-16,2.0,-0.33333333333333337,-1.1908396946565627
2023-06-19,-1.0,1.0,-13.599999999998545
2023-06-21,inf,0.0,12.0
2023-06-22,-0.4285714285714286,0.25,0.07692307692307687
2023-06-23,-0.125,0.06666666666666665,0.0
2023-06-26,0.9285714285714286,0.25,0.2142857142857142
2023-06-27,-0.5555555555555556,-0.4,-0.2941176470588235
2023-06-28,-0.16666666666666663,-0.25,-0.9166666666666666
2023-06-29,-0.5880000000001019,0.22222222222222232,2.8800000000010186
2023-06-30,0.6990291262140123,0.8181818181818181,1.5773195876281894
2023-07-03,0.4285714285714286,-0.19999999999999996,-0.19999999999999996
2023-07-04,-1.8,-1.0,-0.125
2023-07-05,0.125,inf,-0.7142857142857143
2023-07-06,0.4444444444444444,-1.25,-2.5
2023-07-07,-0.46153846153846156,-4.0,0.33333333333333326
2023-07-10,2.142857142857143,-2.333333333333333,1.0
2023-07-11,0.2272727272727273,0.75,-0.125
2023-07-12,-0.33333333333333337,-0.7142857142857143,-1.2857142857142856
2023-07-13,0.33333333333333326,-1.0,4.0
2023-07-14,0.6666666666666667,-inf,-0.19999999999999996
2023-07-17,0.95,1.4,-1.0
2023-07-19,-0.7435897435897436,-0.8181818181818181,1.9733333333327514
2023-07-20,0.050000000000000044,-0.5,0.06502242152487225
2023-07-21,0.33333333333333326,3.0,0.10526315789473695
2023-07-24,0.0,-0.25,0.0
2023-07-25,0.0714285714285714,0.16666666666666674,-0.19047619047619047
2023-07-26,0.33333333333333326,1.0,0.5294117647058822
2023-07-27,0.1499999999999999,0.3571428571428572,-0.038461538461538436
2023-07-28,-0.04347826086956519,-0.15578947368416463,-0.19999999999999996
2023-07-31,0.0,-0.6882793017456529,-0.25
2023-08-01,0.25,2.0,0.33333333333333326
2023-08-02,0.05527272727274313,0.33333333333333326,0.3999999999999999
2023-08-03,0.10268780151617918,0.25,0.1785714285714286
2023-08-04,0.46875,0.24,0.4242424242424243
2023-08-07,-0.13787234042552265,0.14838709677414652,-0.25531914893617025
2023-08-08,0.011846001974322729,-0.26966292134828473,-0.11428571428571432
2023-08-09,-0.04926829268293753,-0.5384615384615384,-0.4838709677419355
2023-08-10,0.12878399179067457,1.0833333333333335,0.5650000000000546
2023-08-11,0.25,-0.16000000000000003,-0.2012779552715933
2023-08-14,0.2727272727272727,0.33333333333333326,0.19999999999999996
2023-08-16,-0.8,-0.125,0.125
2023-08-17,-0.5714285714285714,-0.4285714285714286,-0.2611111111111515
2023-08-18,-1.6666666666666665,-0.6875,-0.3233082706766547
2023-08-21,-2.0,1.7999999999999998,0.4444444444444444
2023-08-22,-1.875,-0.4142857142859222,-0.038461538461538436
2023-08-23,2.142857142857143,-0.024390243902092767,0.1200000000000001
2023-08-24,-0.2727272727272727,1.375,0.25
2023-08-25,-1.0,0.3157894736842106,0.11428571428571432
2023-08-29,inf,0.19999999999999996,0.1282051282051282
2023-08-30,5.75,0.0,-0.13636363636363635
2023-08-31,0.2592592592592593,-0.1333333333333333,0.05263157894736836
2023-09-01,-0.23529411764705888,-0.07692307692307687,-0.07499999999999996
2023-09-04,0.7692307692307692,-0.125,-0.1351351351351351
2023-09-05,0.4782608695652173,-0.6190476190476191,-0.24874999999997272
2023-09-06,-0.2941176470588235,1.0,0.16472545757067314
2023-09-07,0.0,0.375,0.1071428571428572
2023-09-08,-0.16666666666666663,0.0,-0.19999999999990614
2023-09-11,-1.2,0.0,-0.03225806451624258
2023-09-12,-0.75,0.18181818181818188,0.0
2023-09-13,-4.0,0.0,-0.08333333333333337
2023-09-14,-18.833333333333332,0.23076923076923084,0.09090909090909083
2023-09-15,0.36448598130841114,0.1875,0.29166666666666674
2023-09-18,0.013698630136986356,0.33684210526323444,0.19354838709677424
2023-09-20,-0.6081081081081081,-0.1063829787234043,0.06060606060606055
2023-09-21,0.06896551724137923,0.04761904761904767,0.08571428571428563
2023-09-22,-0.09677419354838712,0.0,1.1315789473684212
2023-09-25,0.2678571428571428,0.2954545454545454,-0.11111111111111116
2023-09-26,-0.18309859154929575,-0.368421052631579,-0.19444444444444442
2023-09-27,0.15517241379310343,-0.05555555555555558,-0.18965517241379315
2023-09-28,0.04477611940298498,-0.17647058823529416,-0.17021276595744683
2023-09-29,0.1428571428571428,0.5714285714285714,0.33333333333333326
2023-10-02,0.2250000000000001,0.40909090909090917,0.34615384615384626
2023-10-03,0.061224489795918435,0.09677419354838701,0.02857142857142847
2023-10-04,0.028846153846153744,-0.044117647058823484,-0.04166666666666663
2023-10-05,0.08411214953271018,0.19999999999999996,0.13043478260869557
2023-10-06,0.0,-0.038461538461538436,-0.20512820512820518
2023-10-09,-0.03448275862068961,-0.18666666666666665,-0.22580645161290325
2023-10-10,0.1607142857142858,0.3114754098360655,0.39583333333333326
2023-10-11,0.06153846153846154,-0.025000000000000022,0.07462686567164178
2023-10-12,0.07246376811594213,-0.038461538461538436,-0.01388888888888884
2023-10-13,0.0,-0.02720000000001166,-0.05577464788731168
2023-10-16,-0.18918918918918914,-0.15021929824560387,-0.13484486873509482
2023-10-18,-0.4,-0.05882352941176472,0.140625
2023-10-19,-0.02777777777777779,-0.09375,-0.09589041095890416
2023-10-20,-0.02857142857142858,0.10344827586206895,0.06060606060606055
2023-10-23,0.11764705882352944,0.0625,0.014285714285714235
2023-10-24,0.013157894736842035,-0.19117647058823528,-0.12676056338028174
2023-10-25,0.22077922077922074,0.16363636363636358,0.12903225806451624
2023-10-26,0.14893617021276606,0.046875,0.02857142857142847
2023-10-27,-0.03703703703703709,-0.10447761194029848,0.0
2023-10-30,0.04807692307692313,0.06666666666666665,0.05555555555555558
2023-10-31,0.17431192660550465,0.390625,0.06578947368421062
2023-11-01,0.0390625,-0.0786516853932584,-0.0864197530864198
2023-11-02,0.08270676691729317,-0.012682926829278962,0.014054054054065901
2023-11-03,0.06388888888889399,-0.024209486165997385,0.07942430703623482
2023-11-06,0.05091383812009953,-0.05316455696198852,-0.03456790123460385
2023-11-07,-0.006211180124223614,0.20320855614968591,0.15089514066500453
2023-11-08,-0.0625,0.0,0.022222222222222143
2023-11-09,0.01333333333333342,0.0,-0.05478260869566165
2023-11-10,0.00026315789474251616,0.11111111111111116,0.05795768169274296
2023-11-13,0.18389897395421584,-0.07999999999999996,-0.06521739130434778
2023-11-15,-0.4,-0.061224489795918324,-0.0444444444444444
2023-11-16,0.11111111111111116,0.13043478260869557,0.11627906976744184
2023-11-17,-0.01666666666666672,0.07692307692307687,0.03125
2023-11-20,-0.15254237288135597,-0.2053571428571429,-0.09090909090909094
2023-11-21,0.1299999999999999,0.202247191011236,0.06666666666666665
2023-11-22,0.06194690265486735,0.13084112149532712,0.07291666666666674
2023-11-23,0.03499999999997572,0.08099173553721406,0.01941747572815533
2023-11-24,-0.017713365539429482,0.024464831804258624,0.00952380952380949
2023-11-27,0.016393442622950838,0.07462686567164178,0.07547169811320753
2023-11-28,-0.16129032258064513,-0.23611111111111116,-0.19298245614035092
2023-11-29,-0.17307692307692313,-0.1636363636363637,-0.04347826086956519
2023-11-30,0.188372093023222,0.019565217391335876,-0.07954545454545459
2023-12-01,0.01761252446186856,-0.10447761194032634,-0.0755555555555879
2023-12-04,0.07692307692307687,0.1785714285714286,0.041666666666703156
2023-12-05,0.0714285714285714,0.02020202020202011,-0.038461538461538436
2023-12-06,0.0,-0.02970297029702973,0.0
2023-12-07,0.06666666666666665,0.020408163265306145,-0.040000000000000036
2023-12-08,-0.03125,-0.020000000000000018,0.01388888888888884
2023-12-11,0.12741935483873323,0.12244897959183665,0.06849315068493156
2023-12-12,0.07296137339053566,0.05454545454545445,-0.02564102564102566
2023-12-13,0.016000000000009784,0.034482758620689724,-0.17842105263154828
2023-12-14,0.023359580052477957,0.0,0.32927610506080884
2023-12-15,0.00025647601949785326,0.06666666666666665,0.12048192771084332
2023-12-18,-0.17948717948717952,0.0,0.05161290322583767
2023-12-20,0.03125,-0.13559322033898302,-0.25
2023-12-21,0.015151515151515138,-0.019607843137254943,0.04166666666666674
2023-12-22,0.029850746268656803,0.040000000000000036,-0.013333333333333308
2023-12-27,0.13043478260869557,0.07692307692307687,0.1351351351351351
2023-12-28,-0.02564102564102566,-0.0625,-0.08714285714285364
2023-12-29,0.05263157894736836,0.02857142857142847,0.017214397496083667
2024-01-02,0.08749999999999991,0.0185185185185186,0.08974358974358965
2024-01-03,-0.03448275862068961,-0.054545454545454564,-0.034823529411754484
2024-01-04,0.03571428571428581,0.03846153846153855,0.12140419307653616
2024-01-05,0.04597701149425282,0.06481481481481488,0.04347826086956519
2024-01-08,0.01098901098901095,0.10434782608695659,0.10458333333334235
2024-01-09,-0.021739130434782594,-0.03937007874015752,-0.00037721614485919375
2024-01-10,-0.01666666666666672,0.016393442622950838,-0.14150943396226412
2024-01-11,-0.005649717514124242,-0.056451612903225756,-0.04439560439561396
2024-01-12,0.0,0.11111111111111116,0.06945722171114221
2024-01-15,0.045454545454545414,-0.09230769230769231,-0.03870967741933917
2024-01-17,-0.3152173913043478,-0.3017241379310345,-0.09090909090909094
2024-01-18,-0.031746031746031744,-0.03703703703703709,0.0
2024-01-19,-0.03311475409836784,-0.1282051282051282,-0.12857142857142856
2024-01-22,0.11902339776196147,0.23529411764705888,0.24590163934426235
2024-01-23,0.045454545454545414,-0.04761904761904767,-0.02631578947368418
2024-01-24,0.01449275362318847,-0.025000000000000022,-0.08108108108108103
2024-01-25,0.0,0.23076923076923084,0.11764705882352944
2024-01-26,0.021428571428571352,0.11458333333333326,0.15473684210528993
2024-01-29,0.04895104895104896,-0.009345794392523366,0.0027347310847534168
2024-01-30,-0.00666666666666671,0.0,-0.011363636363636354
2024-01-31,0.033557046979865834,0.10377358490566047,0.16091954022988508
2024-02-01,0.03896103896103886,0.08547008547008539,0.03960396039603964
2024-02-02,-0.03749999999999998,0.02047244094487044,0.01904761904761898
2024-02-05,0.01298701298701288,0.057098765432110676,-0.04672897196261683
2024-02-06,0.0,-0.08029197080291972,-0.039215686274509776
2024-02-07,0.0,0.0793650793650793,0.05102040816326525
