trade_date,M1_M2_spread_change,M2_M3_spread_change,M3_M4_spread_change
2024-02-08,0.012820512820512775,-0.03735294117648347,-0.058252427184465994
2024-02-09,-0.012658227848101222,-0.007027192178416297,-0.134020618556701
2024-02-12,0.0064102564102563875,0.06153846153846154,0.07190476190477235
2024-02-13,-0.019108280254777066,-0.007246376811594235,-0.0004442470013423794
2024-02-14,-0.051948051948051965,-0.03649635036496346,0.0
2024-02-15,0.020547945205479534,-0.05303030303030298,-0.05555555555555558
2024-02-16,-0.06040268456375841,-0.12,-0.1407058823529309
2024-02-19,-0.0628571428571636,0.02545454545457182,0.06790799561882621
2024-02-21,-0.1158536585365657,-0.2678641155798682,0.125
2024-02-22,0.06896551724137923,0.040000000000000036,0.05555555555555558
2024-02-23,0.09677419354838701,0.1923076923076923,0.07894736842105265
2024-02-26,0.0,0.16129032258064524,0.1707317073170731
2024-02-27,-0.014705882352941124,-0.07407407407407407,-0.0625
2024-02-28,-0.014925373134328401,-0.040000000000000036,-0.033333333333333326
2024-02-29,0.030303030303030276,0.0625,0.05747126436781613
2024-03-01,0.0,-0.05882352941176472,-0.07608695652173914
2024-03-04,-0.02941176470588236,0.0,-0.035764705882363246
2024-03-05,0.0,0.10416666666666674,0.000488042947790035
2024-03-06,0.09090909090909083,0.037735849056603765,-0.024390243902439046
2024-03-07,0.04861111111111116,0.09090909090909083,0.026000000000021783
2024-03-08,-0.02039735099338902,0.016333333333325983,0.05994152046781376
2024-03-11,0.014061654948632762,-0.007871433256798399,0.0
2024-03-12,0.01333333333333342,0.04958677685950419,0.10344827586206895
2024-03-13,0.0,-0.015748031496062964,-0.0837500000000091
2024-03-14,0.07894736842105265,0.08800000000000008,0.34151887221465627
2024-03-15,0.024390243902439046,0.014705882352941124,-0.05084745762711862
2024-03-18,-0.06333333333332991,-0.007246376811594235,0.06035714285709615
2024-03-20,-0.07371631926791122,-0.05660377358489388,-0.15230524642291776
2024-03-21,0.06888035126235414,0.0818181818181487,0.04876219054767805
2024-03-22,0.001283697047478105,0.013725490196072831,-0.017882689556508735
2024-03-25,0.0,0.004973749654659132,0.08594319009463525
2024-03-26,-0.0010256410256167525,-0.02914489964259792,-0.013413816230705589
2024-03-27,-0.0120636550308304,-0.01161144151797966,0.061182868796773926
2024-03-28,0.005455962587709751,-0.06103151862467171,-0.09737347853942213
2024-04-02,-0.005167958656349447,0.005492828806900052,0.05571327182397767
2024-04-03,0.023376623376613948,0.05523520485583222,0.15092436974789192
2024-04-04,0.07487309644671969,0.10986482599941505,0.058411214953271395
2024-04-05,0.07438016528924707,0.03653796320289837,-0.0027593818984648077
2024-04-08,0.0714285714285714,0.0987499999999728,-0.04399557277250554
2024-04-09,0.00430769230767436,0.10216154721278081,0.05209840810417421
2024-04-10,-0.03492647058821807,-0.004128819157735886,0.06629986244841346
2024-04-11,0.0008465608465793029,0.04394693200661259,0.009287925696609411
2024-04-12,-0.01924296891520061,-0.11497220015884024,-0.046267893660564274
2024-04-15,-0.6860715825786764,-0.29324657841597024,-0.19914232109355112
2024-04-17,1.4608516483514218,-0.245215311004789,-0.23076923076923073
2024-04-18,-0.08679877197880514,-0.09730586370833472,-0.10618181818182082
2024-04-19,0.051955990220072135,-0.09515449438205104,-0.03864930838082714
2024-04-22,0.14177803602554295,0.08769887466046478,0.060516292848088904
2024-04-23,0.08015267175576368,0.12379593292897839,0.13088587390259
2024-04-24,0.09988221436984013,0.24761904761902453,0.1626676076218303
2024-04-25,0.07367744699080037,0.04020356234096578,0.12685887708650068
2024-04-26,-0.13405146618793196,-0.02666340508802223,-0.020737947751155783
2024-04-29,-0.17899101589492383,-0.1037949233475981,-0.1347634763476726
2024-04-30,0.16863075196403443,0.03925967470559333,0.058486967577882965
2024-05-01,0.1255702280912272,0.07231516459790543,0.16636636636639612
2024-05-02,0.06292662116046488,0.06366381479614613,0.14057672502577057
2024-05-03,-0.015452538631391288,-0.025313461083461664,0.003386004514623231
2024-05-07,0.08234814512839583,0.08276699029125711,0.051068616422958124
2024-05-08,0.00320150659137286,0.011432414256857149,0.010916095890415756
2024-05-09,-0.09986859395531567,-0.03479609929077443,-0.043616345543076696
2024-05-10,-0.17518248175185247,-0.0757749712973439,-0.1565198140358578
2024-05-13,-0.07433628318580898,-0.05490683229816018,-0.07217847769028807
2024-05-15,-0.04862059546573683,0.0023771790807798343,-0.14987146529562934
2024-05-16,-0.12661498708009944,-0.10724637681158966,-0.07650438463861076
2024-05-17,-0.1413543721235786,-0.1883116883116691,-0.31237721021612963
2024-05-20,0.32388973966305,-0.15090909090907767,-0.09666666666661128
2024-05-21,0.18102949681897718,0.477944325481785,0.48444913020548896
2024-05-22,0.0881488736532896,0.20486815415820536,0.20383522727272063
2024-05-23,-0.13838883888387865,-0.16859066859067418,-0.11946902654865243
2024-05-24,0.06529119874636002,0.1342204223315382,0.06867671691789767
2024-05-28,0.022309389556305348,-0.004080591685837076,-0.039811912225662494
2024-05-29,0.059472422062338604,0.06427656850192731,0.09500489715963956
2024-05-30,-0.016976007243096336,0.05197305101062799,0.0330948121645418
2024-05-31,-0.009900990099016571,0.014638609332099817,0.04357864357865027
2024-06-03,-0.04116279069768458,-0.018034265103680336,-0.015763274336325517
2024-06-04,-0.0024254183846360577,0.01561065197425271,-0.05450969373416081
2024-06-05,-0.011670313639712382,-0.018535262206141767,0.009212481426487784
2024-06-06,-0.037638376383780314,-0.034315983417774754,-0.025323910482937473
2024-06-07,0.11503067484662877,0.13450989744815645,0.09758308157098261
2024-06-10,0.0717560751948898,0.046668068110099936,-0.0013762730525536115
2024-06-11,-0.024385026737955506,-0.008234585258081184,-0.05347298787211896
2024-06-12,-0.03398377548785514,-0.02956662616442185,-0.08736167734420464
2024-06-13,0.059464366772601585,0.10308848080134614,0.06828334396934932
2024-06-14,-0.028920308483298074,-0.027809307605015987,0.030764635603365287
2024-06-17,0.007721155967358673,-0.048453006421479095,0.00405679513188173
2024-06-19,0.132661996497361,-0.247764752632612,-0.2052770448549005
2024-06-20,0.02628527251643975,0.010301109350222104,0.05776892430284386
2024-06-21,0.01902071563088903,0.053333333333308586,0.10263653483993651
2024-06-24,0.047495841803727235,0.08066517746339241,0.058354682607435704
2024-06-25,0.002999294283699161,-0.010105649977002806,0.047068316299036184
2024-06-26,-0.04133685136324272,-0.055684454756371626,-0.07526329309012558
2024-06-27,0.04311926605505256,0.09434889434889615,0.044444444444404096
2024-06-28,-0.00035180299030113105,0.029636281993665525,-0.021542553191428282
2024-07-01,0.027802217138801044,0.03815961622328934,-0.04185920086982431
2024-07-02,0.014894709809977869,-0.0023104389833809025,0.04283687943263037
2024-07-03,-0.006241565452105191,0.021684210526291325,0.014417845484239633
2024-07-04,0.03649635036495735,0.026581495981923053,0.07267363904529534
2024-07-05,0.0034392400917286903,0.043356081894780685,0.01750000000001828
2024-07-08,-0.012730536967531458,0.03712966525587347,0.008108108108106249
2024-07-09,0.052570672838490706,0.016138007790777342,-0.06629295637341259
2024-07-10,0.03832260091095496,0.0120481927710816,0.00026102845210695946
2024-07-11,0.04053849644532237,-0.016774891774896883,0.026617954070992766
2024-07-12,-0.03808693124001694,-0.028251696936324455,-0.04473817996950202
2024-07-15,-0.022366631403952897,0.0007551444213527159,-0.019691325172958574
2024-07-17,-0.23434843097853697,-0.32360097323599024,0.2154543166372913
2024-07-18,-0.027458106198239296,-0.06253458771444775,-0.05756885483538432
2024-07-19,-0.018268631928607393,-0.038665879574954265,0.008569545154938574
2024-07-22,-0.023049270458874282,-0.13632176849862765,-0.024183006535960616
2024-07-23,-0.025324675324638113,-0.06718805545684925,-0.0544764456351583
2024-07-24,0.05685098823005674,0.12461890243904206,-0.07744982290438318
2024-07-25,-0.007774742592998485,-0.01016604540837307,-0.026618889173254723
2024-07-26,-0.06480304955522476,0.021910304690155424,-0.0633710228766714
2024-07-29,0.051177536231845844,0.15477386934676796,0.10752386299831107
2024-07-30,-0.053425247738034476,0.016536118363786434,0.06337135614702039
2024-07-31,-0.04164770141105423,-0.07248858447486084,-0.07222884386175454
2024-08-01,0.08311564948947803,0.1292307692307917,0.10483042137718179
2024-08-02,-0.019074764306090564,-0.11444141689375054,-0.03906976744186719
2024-08-05,0.0020116227089885808,-0.023692307692321113,-0.08785091965148173
2024-08-06,-0.006915012268599363,0.05137094232590744,-0.0005306447333626174
2024-08-07,0.0496406109613885,0.114508393285361,0.026546323334218247
2024-08-08,0.004493901134195344,-0.01775147928998566,-0.06464959917248503
2024-08-09,-0.005112910098031498,-0.026286966045929505,-0.06856510920656278
2024-08-12,0.004710920770903071,-0.019966254218248602,-0.08518848322941797
2024-08-13,-0.07693947144076252,-0.027833572453352495,-0.10382868267361312
2024-08-14,-0.03509582082656748,-0.04781582054316913,-0.061187545257014975
2024-08-15,-0.02488633644414573,-0.0009299442033117167,-0.02776706517551697
2024-08-16,0.07828220858896962,0.13713931120074885,0.2978976596588845
2024-08-19,-0.007282658170225442,-0.017735334242827916,-0.07029339853298655
2024-08-21,-0.07152682255847642,0.01806282722514463,-0.05293945598126537
2024-08-22,0.05703703703702456,0.0017999485729371933,0.019147621988850005
2024-08-23,-0.004438215370252574,-0.03644763860369704,-0.04424242424245295
2024-08-27,-0.0004692632566545285,0.02051145444855096,0.0348763474952567
2024-08-28,0.027464788732395773,0.1365178804490068,0.1393995098039018
2024-08-29,-0.010509481379920582,-0.032613688562284415,-0.06157569239040428
2024-08-30,0.005079658277476806,0.029914529914579102,-0.059025787965602095
2024-09-02,0.024810475534155163,0.07468879668049122,0.04902557856269052
2024-09-03,-0.03586639766869182,-0.03646503646505139,-0.059506531204625124
2024-09-04,-0.01627528481745888,-0.0031166518254950315,0.028395061728397675
2024-09-05,-0.04419758922242356,-0.03997320232244528,-0.06182472989194199
2024-09-06,0.10089020771513035,0.045126773668264786,0.053742802303272
2024-09-09,0.010781671159019846,0.042065435121328765,0.010018214936245329
2024-09-10,0.010222222222202815,0.02733874412645587,-0.0012022843402726968
2024-09-11,-0.010558732952036354,-0.017879417879429815,0.0009027986759149176
2024-09-12,-0.008670520231200962,-0.010584250635055081,-0.05291641611546016
2024-09-13,0.019735366674124233,-0.020753102267850876,-0.04063492063494145
2024-09-16,0.018913569386421747,0.027747432816264572,0.12673726009265418
2024-09-18,0.05784588819340164,-0.18636647904941195,-0.23124002128793308
2024-09-19,0.00714139971435146,-0.0015372790161749528,-0.024575977846976182
2024-09-20,0.018030794165303954,0.06594816525531821,0.14904187366929333
2024-09-23,0.005970149253716972,0.016610495907571687,0.04138357010500626
2024-09-24,-0.01839762611276563,-0.031020601468138898,-0.0726571767497225
2024-09-25,0.08101571946800368,0.08553274682306933,0.10457307323308518
2024-09-26,0.02367636092465686,0.04705087798289376,-0.006948465547185534
2024-09-27,0.015297759970864133,0.02236078262737151,0.017784256559784106
2024-09-30,0.007713004484310115,0.01156677181916077,-0.03466055571472215
2024-10-01,0.01815592737629812,-0.01226611226615304,-0.05934718100885006
2024-10-02,0.026398601398604837,0.005262050094755333,0.05488958990529724
2024-10-03,0.046329415772428995,0.039991624790616465,0.1719497607655569
2024-10-04,-0.0014650822073929426,-0.014697000201356558,0.024240877775008274
2024-10-07,0.010759700032602737,0.007151614221503344,0.012207274539062007
2024-10-08,-0.02548387096774074,-0.03185230269827388,-0.04061038641397163
2024-10-09,-0.006620324395889332,-0.01424979044430208,-0.02668034889684623
2024-10-10,0.013495501499491525,0.015306122449004755,-0.05060622034796691
2024-10-11,0.02120664145982043,-0.03622278056954298,0.03164908384234533
2024-10-14,-0.14037347070188433,-0.03497718878989364,-0.03928955866520811
2024-10-16,-0.13089887640449116,-0.1886631016042718,0.2157120336310887
2024-10-17,-0.036414565826302425,-0.03770102820986765,0.015993084071748598
2024-10-18,-0.0357781753131069,-0.14520547945203488,-0.05403105722184942
2024-10-21,0.05473098330242676,0.11474358974358467,0.032156510006753125
2024-10-22,0.04793315743184512,0.10868315123635952,0.01808278867102242
2024-10-23,-0.007343684431396658,-0.015819502074703395,-0.01647763749198472
2024-10-24,0.0016909744240103386,-0.02635046113306927,0.016536118363799757
2024-10-25,-0.010761764085216452,-0.01732070365361904,0.001070205479475339
2024-10-28,0.048208191126283495,0.06058936931971748,0.03570664956168601
2024-10-29,-0.017297517297561238,0.009867566865775945,0.004748142031369973
2024-10-30,-0.008697452888760893,-0.043198765749558166,-0.031025272241631763
2024-10-31,0.01712972634217036,-0.02069336199942584,-0.02014418999153378
2024-11-01,-0.0162250975559467,-0.03540065861692798,-0.035273750270487514
2024-11-04,0.00041753653441789496,-0.027596017069682954,-0.05293853746075783
2024-11-05,0.057595993322208106,0.11878291398477048,0.11037423022264159
2024-11-06,-0.026045777426986993,0.06877615062759457,0.04351535836179421
2024-11-07,0.002836304700150283,-0.0012233912405009706,-0.02432542927225445
2024-11-08,0.009696969696960878,0.06124448799612536,0.0023046302115810047
2024-11-11,-0.0006002400960151144,0.010156971375777424,-0.016304347826100574
2024-11-12,-0.015215215215255817,-0.01074040219376926,-0.052698682532927976
2024-11-13,-0.044114657450667005,0.0233310233309858,-0.015477792732178308
2024-11-14,-0.022756273925982562,-0.041760722347638723,-0.06903622693093814
2024-11-15,-0.007834602829174697,-0.0676089517078694,-0.0511502692119461
2024-11-18,-0.12568545733712533,0.024759979787760678,-0.020376579829740615
2024-11-20,-0.007777220270935414,0.04326205867727029,-0.14462081128747062
2024-11-21,0.052338811630792126,0.04408960915162585,0.02533136966122962
2024-11-22,0.010571840461329085,-0.020314996576151767,0.0011490950876436035
2024-11-25,-0.00974797907750502,-0.03285181733457254,0.016642754662838488
2024-11-26,-0.012484993997609606,-0.029872319922904733,-0.08664973186564162
2024-11-27,0.015560418186225,0.004221504842316204,-0.007725587144622903
2024-11-28,0.028249940148439734,0.023491592482708157,0.0625973217065825
2024-11-29,0.02956926658906789,0.06426673109441783,-0.042203985931967614
2024-12-02,-0.016508367254626233,-0.008172531214501011,0.013769889840847815
2024-12-03,-0.10255231087604388,-0.0785076676585088,-0.053425897977623316
2024-12-04,0.03586984370991009,0.053154495777476995,0.06218112244894369
2024-12-05,0.02893890675245947,0.010849056603709828,0.028820174121914066
2024-12-06,-0.012980769230790057,-0.01236584227715476,-0.06886489641087112
2024-12-09,-0.009254749147569519,-0.010158280179548562,-0.008147916013738654
2024-12-10,-0.0054080629302154515,0.05274463007162211,0.07488151658758468
2024-12-11,-0.00716757291149428,0.038766719564704344,0.009994121105290299
2024-12-12,0.06173761513566234,0.02007856831078314,0.048020954598358756
2024-12-13,-0.037983587338823344,-0.07659392383397401,-0.07720077756175558
2024-12-16,0.05386302705340018,0.018303985171475246,0.029190490520593082
2024-12-18,-0.0018501387604054065,-0.27028885832188576,-0.17413533834583617
2024-12-19,-0.010658016682135063,-0.016965127238424582,-0.0007283321194623271
2024-12-20,-0.017564402810304913,-0.04314477468840927,0.02040816326528727
2024-12-23,0.027175208581674992,0.049766199064788186,0.01999999999998181
2024-12-24,-0.0013924344395332966,-0.011135857461035958,-0.06162464985995275
2024-12-27,0.010457820125510553,0.08655083655079454,0.019402985074643775
2024-12-30,0.057267709291621394,0.03138880663314647,0.03587115666177065
2024-12-31,-0.00609092886666629,0.012919896640847695,0.08021201413429302
2025-01-02,-0.032611074633393855,-0.02352607709755472,0.03696434412826388
2025-01-03,0.03235294117647669,-0.022351233671949022,-0.048264984227148866
2025-01-06,0.02542187157571396,0.06116389548692025,0.025853496851137914
2025-01-07,0.015174182517613044,0.02042529378846014,0.01841680129245704
2025-01-08,0.011999999999993793,0.004935563476838434,-0.044098984771554495
2025-01-09,-0.007489078427305729,-0.04611186903134257,-0.04746100232333428
2025-01-10,-0.04925592119049649,-0.051201372997735306,-0.12439024390243358
2025-01-13,0.18849206349204506,0.08109737714804055,0.07162753680864098
2025-01-15,-0.35076980152105186,-0.23732840549097556,0.04829931972789425
2025-01-16,0.003714285714314869,-0.039806161301537024,-0.06391953277090734
2025-01-17,0.005693139766601796,0.027757750540685855,0.029809358752186155
2025-01-20,0.004528729125333308,0.04875482286921473,0.07741501178051835
2025-01-21,0.008453085376193048,0.03946488294315409,0.06747891283973262
2025-01-22,0.009779267951901094,0.04890604890606309,0.05179982440738762
2025-01-23,0.03154399557280718,0.026993865030650044,-0.02754590984979377
2025-01-24,0.03272532188839383,0.028972520907985633,0.04978540772536921
2025-01-27,0.0005194805194919105,0.020319303338192984,0.0256200599618559
2025-01-28,0.04309449636552021,0.01991465149356797,0.05766675524847242
2025-01-29,-0.0042309606769554975,-0.0019525801951992827,-0.0020100502513000773
2025-01-30,0.005248687828021126,-0.006148686417025151,0.019385699899352238
2025-01-31,0.012928891098966888,0.008155230596200047,0.04445542109160794
2025-02-03,-0.002454590083465047,-0.0052998605300002,0.0056751004965660545
2025-02-04,0.019931102362237274,-0.0030846887268811685,-0.0011756407242203837
2025-02-05,0.009408926417356023,0.018002812939505786,0.02048022598871957
2025-02-06,0.01338432122369726,0.021000276319432132,0.026758938869661852
2025-02-07,-0.012500000000015499,0.023274695534571732,-0.007638732869021392
2025-02-10,-0.020778600429878225,-0.03623380058187653,-0.021960606746686984
2025-02-11,-0.016097560975606218,0.016739846322688212,-0.0106481481481282
2025-02-12,-0.10114030738720658,-0.0418353576248125,-0.07323350491345426
2025-02-13,-0.9837286265857655,-0.3304225352113066,-0.23807119414286204
2025-02-14,-89.71186440675802,-0.246529238535932,-0.21736249171634947
2025-02-17,-1.5101260985861797,0.35343383584589505,0.0800169348009887
2025-02-19,-1.0048689138576479,-0.708487084870866,-0.9339882121807322
2025-02-20,33.23076923098557,-0.5996835443036754,-2.601190476190502
2025-02-21,-1.3707865168541988,1.1581027667975152,-1.3940520446094014
2025-02-24,-7.7757575757517765,-1.5128205128204617,-3.235849056605603
2025-02-25,-0.925760286225411,-4.71428571428655,-4.725738396623184
2025-02-26,13.168674698796686,-0.7932692307692585,-0.8323895809740005
2025-02-27,-0.3180272108843293,0.767441860465077,-2.3108108108115415
2025-02-28,-0.4201995012469597,1.0578947368424227,-3.1597938144326854
2025-03-03,-0.7440860215052467,-0.021739130434792697,-0.26730310262545687
2025-03-04,1.3529411764704982,-0.5934640522874863,-1.4853420195439488
2025-03-05,1.9964285714271957,-2.752411575562607,1.610738255033549
2025-03-06,-0.12157330154930734,0.8568807339445192,1.61439588688987
2025-03-07,-1.0094979647218048,-0.9100790513834045,-0.5683382497542393
2025-03-10,117.42857142905031,-3.593406593407648,-0.4874715261958318
2025-03-11,0.6936067551269571,0.17372881355921743,-0.3555555555552322
2025-03-12,0.21581196581186957,-0.6173285198558398,4.993103448271952
2025-03-13,0.3122437024018756,8.339622641513579,-0.8837744533946639
2025-03-14,0.2937500000000828,0.6030303030302591,-6.831683168316796
2025-03-17,0.3229813664595693,0.18714555765592533,-0.12393887945660609
2025-03-19,-0.7897756911841085,-0.7384855581576505,-1.3641025641027156
2025-03-20,0.8548387096769825,1.8567164179100506,-0.3802816901412781
2025-03-21,0.027424749163993623,-0.5914315569488011,-0.3409090909083392
2025-03-24,-0.13736979166669938,0.22762148337581878,6.8390804597625685
2025-03-25,-0.7018867924527753,-0.9750000000002085,0.47507331378297946
2025-03-26,2.050632911391659,73.91666666730079,-0.8230616302187946
2025-03-27,0.5311203319503603,-0.0522803114571031,-0.9213483146059952
2025-03-28,-0.14200542005423833,0.04107981220639978,-12.357142857043556
2025-03-31,0.08907138344913834,0.22096956031580284,1.92452830188744
2025-04-01,-0.179234338747005,-0.13204062788553095,-0.4129032258067292
2025-04-02,0.17243816254393085,0.1617021276596271,0.4542124542131132
2025-04-03,0.15973477998804841,0.17032967032972257,0.6171284634751564
2025-04-04,0.47349272349275906,0.46635367762119095,0.5000000000002833
2025-04-07,-0.479717813051153,-0.14407684098189755,-0.6936656282449665
2025-04-08,0.09220338983042464,-0.33728179551111936,-0.4
2025-04-09,0.22532588454384217,0.23988711194722745,1.141242937852045
2025-04-10,-1.138297872340497,-1.572837632776867,-2.654353562005805
2025-04-11,6.421245421241077,0.10331125827824228,0.8006379585327092
2025-04-14,-2.2941757156960225,-1.5750300120049117,-0.8759964570416716
2025-04-16,-0.8012967200610505,-1.1737967914437208,-6.521739130425327
2025-04-17,-0.26871401151628993,2.523076923078839,-0.4803149606302145
2025-04-22,-1.671916010499121,1.1222707423579692,-5.568181818183321
2025-04-23,-1.0390625000001221,-0.06893004115227552,-0.0248756218904842
2025-04-24,-28.99999999989086,0.48618784530406733,0.782312925169685
2025-04-25,-1.1035714285717673,0.2193308550186297,-0.005725190839646288
2025-04-28,-27.103448275782476,0.7115853658535998,0.8857965451055181
2025-04-29,-0.9696169088507831,-0.6864980406127967,-0.6239185750635433
2025-04-30,-4.565217391309849,0.2295454545455231,0.3207036535857355
2025-05-01,-13.768292682932781,0.6164510166358828,1.0584016393442313
2025-05-02,-0.10410697230181698,-0.34362492853060567,-0.16027874564456557
2025-05-06,-0.0714285714285714,0.17595818815335473,0.1250740960283736
2025-05-07,0.10792192881728901,-0.15629629629633945,-0.10537407797682008
2025-05-08,0.9678756476684454,0.3511852502196684,0.24263839811537613
2025-05-09,-0.08320168509741677,-0.0448343079922322,0.005687203791507445
2025-05-12,-0.652498564043692,-0.2360544217686512,-0.3039585296890164
2025-05-13,-1.4727272727271252,0.14514692787152095,0.2802979011512148
2025-05-14,1.1398601398607093,-0.1796267496111752,-0.048122686409391435
2025-05-15,-2.0147058823532644,0.6369668246445317,0.15388888888891317
2025-05-16,-2.2946859903378147,0.202663578459773,0.034665382763656716
2025-05-19,1.7462686567167318,-0.19114106884919546,0.04885993485329809
2025-05-21,-1.4814311594202552,0.8363292336802639,-0.10319042871384654
2025-05-22,-0.33207902163679226,-0.17516743946427005,-0.01445247359635371
2025-05-23,1.140845070422528,0.43035602748294344,0.12013536379002909
2025-05-27,0.22368421052628107,0.08078602620089059,0.05589123867072776
2025-05-28,-0.12526881720429472,-0.041616161616188085,-0.015736766809725244
2025-05-29,-0.07805777504612188,-0.038785834738621294,-0.08769379844950209
2025-05-30,0.09333333333330907,0.06140350877199552,0.0711630377056931
2025-06-02,-0.024999999999991696,0.10578512396691786,0.0575111551809544
2025-06-03,0.14258911819891718,-0.07137518684603283,-0.022972339428110722
2025-06-04,-0.11001642036125725,-0.1388329979879548,-0.06621880998068574
2025-06-05,0.9231242312423134,0.31121495327102644,0.3828365878724844
2025-06-06,-0.07099456347940947,-0.32501781895934234,-0.17614269788182113
2025-06-09,0.6588640275387854,0.2206969376979071,0.13080739738391722
2025-06-10,-0.16351940236565543,0.012975778546760575,-0.01356202632636394
2025-06-11,-0.35871992061521485,-0.2643040136635564,-0.24706833805090456
2025-06-12,0.5516441005802715,0.31456761462566507,0.2781954887217104
2025-06-13,-0.1805036150585808,-0.02869757174391374,-0.030672268907545597
2025-06-16,0.5609978703984861,0.02727272727274377,0.026441265713072815
2025-06-18,-0.7466380822451739,-0.4910179640718785,-0.529037390612553
2025-06-19,0.5615384615385455,0.5662745098038702,0.15793918918925476
2025-06-20,0.3512315270935378,0.20230345518282444,0.27206418672496757
2025-06-23,0.3047757929274033,0.13619325281134564,-0.04128440366979036
2025-06-24,-0.25426096675045506,-0.14846041055722115,-0.10047846889943413
2025-06-25,-0.023229674035248782,-0.010331467929314164,0.1735372340424608
2025-06-26,0.6187188339086835,0.2113962592430807,0.2657223796034338
2025-06-27,-0.05236966824642619,-0.1019748653500937,-0.17815577439576347
2025-06-30,-0.02850712678168099,-0.05237904838069962,-0.06100217864918611
2025-07-01,-0.105791505791473,-0.26075949367091034,-0.13341067285378783
2025-07-02,-0.08923431203224585,-0.11757990867577928,-0.11780455153950187
2025-07-03,0.05214917825535936,-0.06985769728331104,-0.11305007587251503
2025-07-04,0.08110543706820827,-0.0486787204451159,0.017108639863192332
